attendance,is_holiday,is_school_holiday,is_weekend,attendance_lag1,attendance_ma7
17584,0,0,0,18020.0,22839.0
17111,0,0,0,17584.0,21470.571428571428
18476,0,0,0,17111.0,20502.0
32972,0,0,1,18476.0,20750.714285714286
22717,0,0,1,32972.0,20788.14285714286
18019,0,0,0,22717.0,20699.85714285714
15626,0,0,0,18019.0,20357.85714285714
13217,0,0,0,15626.0,19734.0
12251,0,0,0,13217.0,19039.714285714286
13747,0,0,0,12251.0,18364.14285714286
-6084,0,1,0,13747.0,12784.714285714286
-6102,0,1,0,-6084.0,8667.714285714286
-1653,0,1,1,-6102.0,5857.428571428572
-984,0,1,1,-1653.0,3484.5714285714284
3030,0,1,0,-984.0,2029.2857142857142
3761,0,1,0,3030.0,816.4285714285714
-564,0,1,0,3761.0,-1228.0
862,0,1,0,-564.0,-235.71428571428572
645,0,1,0,862.0,728.1428571428571
1378,0,1,1,645.0,1161.142857142857
1763,0,1,1,1378.0,1553.5714285714287
556,0,1,0,1763.0,1200.142857142857
1151,0,1,0,556.0,827.2857142857143
1024,0,1,0,1151.0,1054.142857142857
543,0,1,0,1024.0,1008.5714285714286
993,0,1,0,543.0,1058.2857142857142
4593,0,1,1,993.0,1517.5714285714287
4410,0,1,1,4593.0,1895.7142857142858
2463,0,1,0,4410.0,2168.1428571428573
3702,0,1,0,2463.0,2532.5714285714284
3141,0,1,0,3702.0,2835.0
2220,0,1,0,3141.0,3074.5714285714284
-63,0,1,0,2220.0,2923.714285714286
3632,0,1,1,-63.0,2786.4285714285716
4516,0,1,1,3632.0,2801.5714285714284
4482,0,1,0,4516.0,3090.0
8288,0,1,0,4482.0,3745.1428571428573
7181,0,1,0,8288.0,4322.285714285715
6069,0,1,0,7181.0,4872.142857142857
2792,0,1,0,6069.0,5280.0
4226,0,1,1,2792.0,5364.857142857143
4248,0,1,1,4226.0,5326.571428571428
4071,0,0,0,4248.0,5267.857142857143
5245,0,0,0,4071.0,4833.142857142857
4445,0,0,0,5245.0,4442.285714285715
4763,0,0,0,4445.0,4255.714285714285
3243,0,0,0,4763.0,4320.142857142857
6805,0,0,1,3243.0,4688.571428571428
4315,0,0,1,6805.0,4698.142857142857
4157,0,0,0,4315.0,4710.428571428572
6388,0,0,0,4157.0,4873.714285714285
5890,0,0,0,6388.0,5080.142857142857
7263,0,0,0,5890.0,5437.285714285715
3625,0,0,0,7263.0,5491.857142857143
7087,0,0,1,3625.0,5532.142857142857
6384,0,0,1,7087.0,5827.714285714285
4209,0,0,0,6384.0,5835.142857142857
4263,0,0,0,4209.0,5531.571428571428
4669,0,0,0,4263.0,5357.142857142857
5703,0,0,0,4669.0,5134.285714285715
3508,0,0,0,5703.0,5117.571428571428
7136,0,0,1,3508.0,5124.571428571428
5899,0,0,1,7136.0,5055.285714285715
936,0,0,0,5899.0,4587.714285714285
-321,0,0,0,936.0,3932.8571428571427
870,0,0,0,-321.0,3390.1428571428573
1,0,0,0,870.0,2575.5714285714284
-399,0,0,0,1.0,2017.4285714285713
7206,0,0,1,-399.0,2027.4285714285713
5989,0,0,1,7206.0,2040.2857142857142
-375,0,0,0,5989.0,1853.0
700,0,0,0,-375.0,1998.857142857143
1285,0,0,0,700.0,2058.1428571428573
739,0,0,0,1285.0,2163.5714285714284
495,0,0,0,739.0,2291.285714285714
8333,0,0,1,495.0,2452.285714285714
7633,0,0,1,8333.0,2687.1428571428573
-1004,0,0,0,7633.0,2597.285714285714
-912,0,0,0,-1004.0,2367.0
-274,0,0,0,-912.0,2144.285714285714
-702,0,0,0,-274.0,1938.4285714285713
-551,0,0,0,-702.0,1789.0
7437,0,0,1,-551.0,1661.0
7632,0,0,1,7437.0,1660.857142857143
-187,0,0,0,7632.0,1777.5714285714287
-512,0,0,0,-187.0,1834.7142857142858
-673,0,0,0,-512.0,1777.7142857142858
-1765,0,0,0,-673.0,1625.857142857143
-1261,0,0,0,-1765.0,1524.4285714285713
7690,0,0,1,-1261.0,1560.5714285714287
5463,0,0,1,7690.0,1250.7142857142858
-202,0,0,0,5463.0,1248.5714285714287
-665,0,0,0,-202.0,1226.7142857142858
581,0,0,0,-665.0,1405.857142857143
-1706,0,0,0,581.0,1414.2857142857142
-1987,0,0,0,-1706.0,1310.5714285714287
4601,0,0,1,-1987.0,869.2857142857143
4113,0,0,1,4601.0,676.4285714285714
-2324,0,0,0,4113.0,373.2857142857143
-2519,0,0,0,-2324.0,108.42857142857143
-1090,0,0,0,-2519.0,-130.28571428571428
-1970,0,0,0,-1090.0,-168.0
-1796,0,0,0,-1970.0,-140.71428571428572
7852,0,1,1,-1796.0,323.7142857142857
8406,0,1,1,7852.0,937.0
-640,0,1,0,8406.0,1177.5714285714287
-1785,0,1,0,-640.0,1282.4285714285713
-423,0,1,0,-1785.0,1377.7142857142858
-872,0,1,0,-423.0,1534.5714285714287
-332,0,1,0,-872.0,1743.7142857142858
6262,0,1,1,-332.0,1516.5714285714287
8183,0,1,1,6262.0,1484.7142857142858
5275,0,0,0,8183.0,2329.714285714286
4184,0,0,0,5275.0,3182.4285714285716
5666,0,0,0,4184.0,4052.285714285714
5891,0,0,0,5666.0,5018.428571428572
5489,0,0,0,5891.0,5850.0
7414,0,0,1,5489.0,6014.571428571428
7713,0,0,1,7414.0,5947.428571428572
6128,0,0,0,7713.0,6069.285714285715
4749,0,0,0,6128.0,6150.0
3774,0,0,0,4749.0,5879.714285714285
5058,0,0,0,3774.0,5760.714285714285
-6105,0,0,0,5058.0,4104.428571428572
-6105,0,0,0,-6105.0,2173.1428571428573
-6105,0,0,0,-6105.0,199.14285714285714
-6105,0,0,0,-6105.0,-1548.4285714285713
-6102,0,0,0,-6105.0,-3098.5714285714284
-6105,0,0,0,-6102.0,-4509.857142857143
-6104,0,0,0,-6105.0,-6104.428571428572
-6101,0,0,0,-6104.0,-6103.857142857143
-6104,0,0,0,-6101.0,-6103.714285714285
-6103,0,0,0,-6104.0,-6103.428571428572
-6105,0,0,0,-6103.0,-6103.428571428572
-6104,0,0,0,-6105.0,-6103.714285714285
-6098,0,0,1,-6104.0,-6102.714285714285
3379,0,0,0,-6098.0,-4748.0
4162,0,0,0,3379.0,-3281.8571428571427
1762,0,0,0,4162.0,-2158.1428571428573
3977,0,0,0,1762.0,-718.1428571428571
6392,0,0,1,3977.0,1067.142857142857
6220,0,0,1,6392.0,2827.714285714286
3833,0,0,0,6220.0,4246.428571428572
3109,0,0,0,3833.0,4207.857142857143
5587,0,0,0,3109.0,4411.428571428572
5237,0,0,0,5587.0,4907.857142857143
5167,0,0,0,5237.0,5077.857142857143
7213,0,1,1,5167.0,5195.142857142857
7164,0,1,1,7213.0,5330.0
6049,0,1,0,7164.0,5646.571428571428
5858,0,1,0,6049.0,6039.285714285715
6095,0,1,0,5858.0,6111.857142857143
4677,0,1,0,6095.0,6031.857142857143
6306,0,1,0,4677.0,6194.571428571428
9339,0,1,1,6306.0,6498.285714285715
9728,0,1,1,9339.0,6864.571428571428
5663,0,1,0,9728.0,6809.428571428572
6061,0,1,0,5663.0,6838.428571428572
5591,0,1,0,6061.0,6766.428571428572
6796,0,1,0,5591.0,7069.142857142857
6592,0,1,0,6796.0,7110.0
8531,0,1,1,6592.0,6994.571428571428
11386,0,1,1,8531.0,7231.428571428572
6700,0,1,0,11386.0,7379.571428571428
6566,0,1,0,6700.0,7451.714285714285
9132,0,1,0,6566.0,7957.571428571428
10795,0,1,0,9132.0,8528.857142857143
10921,0,1,0,10795.0,9147.285714285714
11197,0,1,1,10921.0,9528.142857142857
11909,0,1,1,11197.0,9602.857142857143
10566,0,1,0,11909.0,10155.142857142857
10829,0,1,0,10566.0,10764.142857142857
9191,0,1,0,10829.0,10772.57142857143
9512,0,1,0,9191.0,10589.285714285714
7513,0,1,0,9512.0,10102.42857142857
9105,0,1,1,7513.0,9803.57142857143
9226,0,1,1,9105.0,9420.285714285714
7298,0,1,0,9226.0,8953.42857142857
8400,0,1,0,7298.0,8606.42857142857
10397,0,1,0,8400.0,8778.714285714286
10087,0,1,0,10397.0,8860.857142857143
7747,0,1,0,10087.0,8894.285714285714
10171,0,1,1,7747.0,9046.57142857143
10864,0,1,1,10171.0,9280.57142857143
8134,0,1,0,10864.0,9400.0
10040,0,1,0,8134.0,9634.285714285714
10353,0,1,0,10040.0,9628.0
11189,0,1,0,10353.0,9785.42857142857
8938,0,1,0,11189.0,9955.57142857143
8957,0,1,1,8938.0,9782.142857142857
11239,0,1,1,8957.0,9835.714285714286
9511,0,0,0,11239.0,10032.42857142857
10560,0,0,0,9511.0,10106.714285714286
11838,0,0,0,10560.0,10318.857142857143
11306,0,0,0,11838.0,10335.57142857143
10677,0,0,0,11306.0,10584.0
9720,0,0,1,10677.0,10693.0
10084,0,0,1,9720.0,10528.0
10991,0,0,0,10084.0,10739.42857142857
11785,0,0,0,10991.0,10914.42857142857
11987,0,0,0,11785.0,10935.714285714286
12219,0,0,0,11987.0,11066.142857142857
11681,0,0,0,12219.0,11209.57142857143
11819,0,0,1,11681.0,11509.42857142857
12196,0,0,1,11819.0,11811.142857142857
10540,0,0,0,12196.0,11746.714285714286
11316,0,0,0,10540.0,11679.714285714286
11644,0,0,0,11316.0,11630.714285714286
11721,0,0,0,11644.0,11559.57142857143
11791,0,0,0,11721.0,11575.285714285714
11823,0,0,1,11791.0,11575.857142857143
13279,0,0,1,11823.0,11730.57142857143
11344,0,0,0,13279.0,11845.42857142857
11237,0,0,0,11344.0,11834.142857142857
7612,0,0,0,11237.0,11258.142857142857
7785,0,0,0,7612.0,10695.857142857143
7153,0,0,0,7785.0,10033.285714285714
10926,0,0,1,7153.0,9905.142857142857
12132,0,0,1,10926.0,9741.285714285714
5737,0,0,0,12132.0,8940.285714285714
7574,0,0,0,5737.0,8417.0
7768,0,0,0,7574.0,8439.285714285714
6185,0,0,0,7768.0,8210.714285714286
6053,0,0,0,6185.0,8053.571428571428
10479,0,0,1,6053.0,7989.714285714285
13228,0,0,1,10479.0,8146.285714285715
5095,0,0,0,13228.0,8054.571428571428
4233,0,0,0,5095.0,7577.285714285715
4009,0,0,0,4233.0,7040.285714285715
5189,0,0,0,4009.0,6898.0
6492,0,0,0,5189.0,6960.714285714285
12118,0,0,1,6492.0,7194.857142857143
13382,0,0,1,12118.0,7216.857142857143
4875,0,0,0,13382.0,7185.428571428572
4816,0,0,0,4875.0,7268.714285714285
5152,0,0,0,4816.0,7432.0
4954,0,0,0,5152.0,7398.428571428572
6121,0,0,0,4954.0,7345.428571428572
12616,0,0,1,6121.0,7416.571428571428
16043,0,0,1,12616.0,7796.714285714285
10248,0,0,0,16043.0,8564.285714285714
4283,0,0,0,10248.0,8488.142857142857
2181,0,0,0,4283.0,8063.714285714285
2144,0,0,0,2181.0,7662.285714285715
4580,0,0,0,2144.0,7442.142857142857
13964,0,0,1,4580.0,7634.714285714285
11636,0,0,1,13964.0,7005.142857142857
6826,0,0,0,11636.0,6516.285714285715
5420,0,0,0,6826.0,6678.714285714285
4924,0,0,0,5420.0,7070.571428571428
5244,0,0,0,4924.0,7513.428571428572
6925,0,0,0,5244.0,7848.428571428572
13441,0,0,1,6925.0,7773.714285714285
14755,0,0,1,13441.0,8219.285714285714
9957,0,0,0,14755.0,8666.57142857143
8641,0,0,0,9957.0,9126.714285714286
9021,0,0,0,8641.0,9712.0
8633,0,0,0,9021.0,10196.142857142857
9696,0,0,0,8633.0,10592.0
13490,0,1,1,9696.0,10599.0
14125,0,1,1,13490.0,10509.0
11007,0,1,0,14125.0,10659.0
11309,0,1,0,11007.0,11040.142857142857
10038,0,1,0,11309.0,11185.42857142857
8518,0,1,0,10038.0,11169.0
10790,0,1,0,8518.0,11325.285714285714
13952,0,1,1,10790.0,11391.285714285714
17124,0,1,1,13952.0,11819.714285714286
15114,0,0,0,17124.0,12406.42857142857
16522,0,0,0,15114.0,13151.142857142857
17279,0,0,0,16522.0,14185.57142857143
18234,0,0,0,17279.0,15573.57142857143
16290,0,0,0,18234.0,16359.285714285714
16133,0,0,1,16290.0,16670.85714285714
22672,0,0,1,16133.0,17463.428571428572
16397,0,0,0,22672.0,17646.714285714286
15893,0,0,0,16397.0,17556.85714285714
16206,0,0,0,15893.0,17403.571428571428
16289,0,0,0,16206.0,17125.714285714286
15777,0,0,0,16289.0,17052.428571428572
18204,0,0,1,15777.0,17348.285714285714
14111,0,0,1,18204.0,16125.285714285714
8293,0,0,0,14111.0,14967.57142857143
8446,0,0,0,8293.0,13903.714285714286
9869,0,0,0,8446.0,12998.42857142857
13994,0,0,0,9869.0,12670.57142857143
17391,0,0,0,13994.0,12901.142857142857
19570,0,0,1,17391.0,13096.285714285714
16780,0,0,1,19570.0,13477.57142857143
9339,0,0,0,16780.0,13627.0
8201,0,0,0,9339.0,13592.0
7773,0,0,0,8201.0,13292.57142857143
7627,0,0,0,7773.0,12383.0
23525,0,0,0,7627.0,13259.285714285714
17576,0,0,1,23525.0,12974.42857142857
16836,0,0,1,17576.0,12982.42857142857
8970,0,0,0,16836.0,12929.714285714286
8572,0,0,0,8970.0,12982.714285714286
8515,0,0,0,8572.0,13088.714285714286
8071,0,0,0,8515.0,13152.142857142857
19609,0,0,0,8071.0,12592.714285714286
14840,0,0,1,19609.0,12201.857142857143
16275,0,0,1,14840.0,12121.714285714286
9101,0,0,0,16275.0,12140.42857142857
17777,0,0,0,9101.0,13455.42857142857
7797,0,0,0,17777.0,13352.857142857143
10027,0,0,0,7797.0,13632.285714285714
19011,0,0,0,10027.0,13546.857142857143
15497,0,0,1,19011.0,13640.714285714286
18772,0,0,1,15497.0,13997.42857142857
12004,0,0,0,18772.0,14412.142857142857
22823,0,0,0,12004.0,15133.0
11077,0,0,0,22823.0,15601.57142857143
9684,0,0,0,11077.0,15552.57142857143
18989,0,0,0,9684.0,15549.42857142857
20377,0,0,1,18989.0,16246.57142857143
20671,0,0,1,20377.0,16517.85714285714
12366,0,0,0,20671.0,16569.571428571428
11626,0,0,0,12366.0,14970.0
11709,0,0,0,11626.0,15060.285714285714
10878,0,0,0,11709.0,15230.857142857143
23954,0,0,0,10878.0,15940.142857142857
15639,0,1,1,23954.0,15263.285714285714
18811,0,1,1,15639.0,14997.57142857143
16088,0,1,0,18811.0,15529.285714285714
17660,0,1,0,16088.0,16391.285714285714
15484,0,1,0,17660.0,16930.571428571428
15316,0,1,0,15484.0,17564.571428571428
10545,0,1,0,15316.0,15649.0
16104,1,1,1,10545.0,15715.42857142857
17266,1,1,1,16104.0,15494.714285714286
19854,0,1,0,17266.0,16032.714285714286
21857,0,1,0,19854.0,16632.285714285714
21497,0,1,0,21857.0,17491.285714285714
20689,0,1,0,21497.0,18258.85714285714
25313,0,1,0,20689.0,20368.571428571428
20475,1,1,1,25313.0,20993.0
16781,0,1,1,20475.0,20923.714285714286
10236,0,0,0,16781.0,19549.714285714286
10714,0,0,0,10236.0,17957.85714285714
11982,0,0,0,10714.0,16598.571428571428
12153,0,0,0,11982.0,15379.142857142857
10812,0,0,0,12153.0,13307.57142857143
14869,0,0,1,10812.0,12506.714285714286
14996,0,0,1,14869.0,12251.714285714286
9188,0,0,0,14996.0,12102.0
6328,0,0,0,9188.0,11475.42857142857
5851,0,0,0,6328.0,10599.57142857143
6391,0,0,0,5851.0,9776.42857142857
7333,0,0,0,6391.0,9279.42857142857
20470,0,0,1,7333.0,10079.57142857143
10828,0,0,1,20470.0,9484.142857142857
5394,0,0,0,10828.0,8942.142857142857
3414,0,0,0,5394.0,8525.857142857143
2608,0,0,0,3414.0,8062.571428571428
3462,0,0,0,2608.0,7644.142857142857
4107,0,0,0,3462.0,7183.285714285715
10699,0,0,1,4107.0,5787.428571428572
12287,0,0,1,10699.0,5995.857142857143
5020,0,0,0,12287.0,5942.428571428572
3124,0,0,0,5020.0,5901.0
2857,0,0,0,3124.0,5936.571428571428
3365,0,0,0,2857.0,5922.714285714285
4449,0,0,0,3365.0,5971.571428571428
10746,0,0,1,4449.0,5978.285714285715
12987,0,0,1,10746.0,6078.285714285715
5816,0,0,0,12987.0,6192.0
3702,0,0,0,5816.0,6274.571428571428
4140,0,0,0,3702.0,6457.857142857143
5041,0,0,0,4140.0,6697.285714285715
6094,0,0,0,5041.0,6932.285714285715
12030,0,0,1,6094.0,7115.714285714285
14030,0,0,1,12030.0,7264.714285714285
13159,0,0,0,14030.0,8313.714285714286
13110,0,0,0,13159.0,9657.714285714286
12621,0,0,0,13110.0,10869.285714285714
11819,0,0,0,12621.0,11837.57142857143
11406,0,0,0,11819.0,12596.42857142857
16751,0,1,1,11406.0,13270.857142857143
17566,0,1,1,16751.0,13776.0
12788,0,1,0,17566.0,13723.0
13572,0,1,0,12788.0,13789.0
13159,0,1,0,13572.0,13865.857142857143
14737,0,1,0,13159.0,14282.714285714286
13201,0,1,0,14737.0,14539.142857142857
16433,0,1,1,13201.0,14493.714285714286
14669,0,1,1,16433.0,14079.857142857143
10711,0,0,0,14669.0,13783.142857142857
12616,0,0,0,10711.0,13646.57142857143
13926,0,0,0,12616.0,13756.142857142857
12689,0,0,0,13926.0,13463.57142857143
14103,0,0,0,12689.0,13592.42857142857
18078,0,0,1,14103.0,13827.42857142857
18291,0,0,1,18078.0,14344.857142857143
17941,0,0,0,18291.0,15377.714285714286
15115,0,0,0,17941.0,15734.714285714286
15569,0,0,0,15115.0,15969.42857142857
17439,0,0,0,15569.0,16648.0
15952,0,0,0,17439.0,16912.14285714286
18353,0,0,1,15952.0,16951.428571428572
19339,0,0,1,18353.0,17101.14285714286
11885,0,0,0,19339.0,16236.0
11400,0,0,0,11885.0,15705.285714285714
10994,0,0,0,11400.0,15051.714285714286
11320,0,0,0,10994.0,14177.57142857143
12271,0,0,0,11320.0,13651.714285714286
18903,0,0,1,12271.0,13730.285714285714
19141,0,0,1,18903.0,13702.0
12529,0,0,0,19141.0,13794.0
12642,0,0,0,12529.0,13971.42857142857
13344,0,0,0,12642.0,14307.142857142857
12419,0,0,0,13344.0,14464.142857142857
15392,0,0,0,12419.0,14910.0
23114,0,0,1,15392.0,15511.57142857143
21130,0,0,1,23114.0,15795.714285714286
13561,0,0,0,21130.0,15943.142857142857
12912,0,0,0,13561.0,15981.714285714286
13071,0,0,0,12912.0,15942.714285714286
13677,0,0,0,13071.0,16122.42857142857
15634,0,0,0,13677.0,16157.0
22405,0,0,1,15634.0,16055.714285714286
21959,0,0,1,22405.0,16174.142857142857
15470,0,0,0,21959.0,16446.85714285714
14327,0,0,0,15470.0,16649.0
13801,0,0,0,14327.0,16753.285714285714
12640,0,0,0,13801.0,16605.14285714286
11856,0,0,0,12640.0,16065.42857142857
17311,0,0,1,11856.0,15337.714285714286
18717,0,0,1,17311.0,14874.57142857143
16583,0,0,0,18717.0,15033.57142857143
19527,0,0,0,16583.0,15776.42857142857
18681,0,0,0,19527.0,16473.571428571428
19316,0,0,0,18681.0,17427.285714285714
16702,0,0,0,19316.0,18119.571428571428
17765,0,1,1,16702.0,18184.428571428572
21604,0,1,1,17765.0,18596.85714285714
24408,0,1,0,21604.0,19714.714285714286
22482,0,1,0,24408.0,20136.85714285714
23212,0,1,0,22482.0,20784.14285714286
23437,1,1,0,23212.0,21372.85714285714
22576,1,1,0,23437.0,22212.0
23610,0,1,1,22576.0,23047.0
25763,1,1,1,23610.0,23641.14285714286
22235,1,1,0,25763.0,23330.714285714286
22338,0,0,0,22235.0,23310.14285714286
23270,0,0,0,22338.0,23318.428571428572
24757,0,0,0,23270.0,23507.0
23256,0,0,0,24757.0,23604.14285714286
23397,0,0,1,23256.0,23573.714285714286
21283,0,0,1,23397.0,22933.714285714286
20934,0,0,0,21283.0,22747.85714285714
23559,0,0,0,20934.0,22922.285714285714
21847,0,0,0,23559.0,22719.0
22363,0,0,0,21847.0,22377.0
20872,0,0,0,22363.0,22036.428571428572
21315,0,0,1,20872.0,21739.0
22158,0,0,1,21315.0,21864.0
20568,0,0,0,22158.0,21811.714285714286
22289,0,0,0,20568.0,21630.285714285714
22435,0,0,0,22289.0,21714.285714285714
24261,0,0,0,22435.0,21985.428571428572
22282,0,0,0,24261.0,22186.85714285714
24223,0,0,1,22282.0,22602.285714285714
23880,0,0,1,24223.0,22848.285714285714
19756,0,0,0,23880.0,22732.285714285714
18039,0,0,0,19756.0,22125.14285714286
16667,0,0,0,18039.0,21301.14285714286
18855,0,0,0,16667.0,20528.85714285714
21498,1,0,0,18855.0,20416.85714285714
22779,0,0,1,21498.0,20210.571428571428
23834,0,0,1,22779.0,20204.0
20834,0,0,0,23834.0,20358.0
20700,0,0,0,20834.0,20738.14285714286
17828,0,0,0,20700.0,20904.0
17894,0,0,0,17828.0,20766.714285714286
20871,0,0,0,17894.0,20677.14285714286
24911,0,0,1,20871.0,20981.714285714286
23650,0,0,1,24911.0,20955.428571428572
21503,0,0,0,23650.0,21051.0
23276,0,0,0,21503.0,21419.0
22111,0,0,0,23276.0,22030.85714285714
21802,1,0,0,22111.0,22589.14285714286
23880,0,0,0,21802.0,23019.0
25426,0,0,1,23880.0,23092.571428571428
22689,0,0,1,25426.0,22955.285714285714
22108,0,0,0,22689.0,23041.714285714286
23819,0,0,0,22108.0,23119.285714285714
22116,0,0,0,23819.0,23120.0
21039,0,0,0,22116.0,23011.0
23633,0,0,0,21039.0,22975.714285714286
22357,0,0,1,23633.0,22537.285714285714
25748,1,0,1,22357.0,22974.285714285714
25522,1,0,0,25748.0,23462.0
24805,0,0,0,25522.0,23602.85714285714
22154,0,0,0,24805.0,23608.285714285714
23941,0,0,0,22154.0,24022.85714285714
23325,0,0,0,23941.0,23978.85714285714
27004,0,0,1,23325.0,24642.714285714286
29936,0,0,1,27004.0,25241.0
21054,0,0,0,29936.0,24602.714285714286
22220,0,0,0,21054.0,24233.428571428572
18184,0,0,0,22220.0,23666.285714285714
18347,0,0,0,18184.0,22867.14285714286
21954,0,0,0,18347.0,22671.285714285714
22049,0,0,1,21954.0,21963.428571428572
19612,0,0,1,22049.0,20488.571428571428
21889,0,0,0,19612.0,20607.85714285714
21658,0,0,0,21889.0,20527.571428571428
23578,0,0,0,21658.0,21298.14285714286
22298,0,0,0,23578.0,21862.571428571428
23838,0,0,0,22298.0,22131.714285714286
22521,0,1,1,23838.0,22199.14285714286
22631,0,1,1,22521.0,22630.428571428572
20782,0,1,0,22631.0,22472.285714285714
21949,0,1,0,20782.0,22513.85714285714
21989,0,1,0,21949.0,22286.85714285714
19549,0,1,0,21989.0,21894.14285714286
19781,0,1,0,19549.0,21314.571428571428
21305,0,1,1,19781.0,21140.85714285714
22261,0,1,1,21305.0,21088.0
20190,0,1,0,22261.0,21003.428571428572
20412,0,1,0,20190.0,20783.85714285714
21569,0,1,0,20412.0,20723.85714285714
20736,0,1,0,21569.0,20893.428571428572
17518,0,1,0,20736.0,20570.14285714286
18081,0,1,1,17518.0,20109.571428571428
20584,0,1,1,18081.0,19870.0
18667,0,1,0,20584.0,19652.428571428572
23110,0,1,0,18667.0,20037.85714285714
20562,0,1,0,23110.0,19894.0
20408,0,1,0,20562.0,19847.14285714286
24023,0,1,0,20408.0,20776.428571428572
23416,0,1,1,24023.0,21538.571428571428
20918,0,1,1,23416.0,21586.285714285714
21109,0,1,0,20918.0,21935.14285714286
21048,0,1,0,21109.0,21640.571428571428
30987,0,1,0,21048.0,23129.85714285714
29641,0,1,0,30987.0,24448.85714285714
27924,0,1,0,29641.0,25006.14285714286
27538,0,1,1,27924.0,25595.0
26798,0,1,1,27538.0,26435.0
27061,0,1,0,26798.0,27285.285714285714
14882,0,1,0,27061.0,26404.428571428572
